STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TMAX,TMIN
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/1/2022,24,35,14
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/2/2022,37,41,33
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/3/2022,38,42,35
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/4/2022,37,41,32
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/5/2022,30,33,26
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/6/2022,32,39,26
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/7/2022,37,40,34
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/8/2022,33,38,28
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/9/2022,37,44,29
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/10/2022,38,47,29
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/11/2022,47,50,44
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/12/2022,50,53,48
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/13/2022,45,52,39
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/14/2022,45,50,41
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/15/2022,41,45,38
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/16/2022,42,44,40
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/17/2022,42,45,39
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/18/2022,43,45,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/19/2022,47,49,44
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/20/2022,48,53,43
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/21/2022,41,46,36
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/22/2022,40,45,35
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/23/2022,36,40,32
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/24/2022,38,40,36
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/25/2022,36,37,34
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/26/2022,36,38,34
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/27/2022,36,41,31
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/28/2022,37,46,28
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/29/2022,38,45,32
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/30/2022,43,46,40
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,1/31/2022,42,45,39
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/1/2022,37,43,31
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/2/2022,32,36,29
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/3/2022,39,43,35
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/4/2022,43,47,39
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/5/2022,42,45,39
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/6/2022,38,45,31
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/7/2022,45,53,37
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/8/2022,42,46,37
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/9/2022,45,48,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/10/2022,41,44,38
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/11/2022,41,46,36
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/12/2022,38,45,32
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/13/2022,40,49,31
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/14/2022,43,47,38
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/15/2022,43,48,38
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/16/2022,42,48,35
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/17/2022,44,49,40
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/18/2022,42,47,38
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/19/2022,42,47,37
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/20/2022,42,46,38
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/21/2022,38,46,31
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/22/2022,32,37,26
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/23/2022,27,35,20
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/24/2022,31,39,23
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/25/2022,33,42,24
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/26/2022,39,52,26
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/27/2022,46,51,40
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,2/28/2022,45,47,44
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/1/2022,50,55,45
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/2/2022,48,53,43
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/3/2022,45,49,41
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/4/2022,44,48,40
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/5/2022,43,48,38
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/6/2022,40,49,31
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/7/2022,43,50,37
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/8/2022,45,50,39
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/9/2022,38,46,30
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/10/2022,36,44,28
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/11/2022,39,42,36
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/12/2022,45,52,38
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/13/2022,47,52,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/14/2022,45,47,43
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/15/2022,46,50,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/16/2022,44,52,35
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/17/2022,44,46,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/18/2022,46,50,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/19/2022,46,50,43
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/20/2022,40,45,34
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/21/2022,44,47,40
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/22/2022,50,55,44
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/23/2022,48,54,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/24/2022,42,50,35
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/25/2022,48,54,41
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/26/2022,50,55,45
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/27/2022,50,54,46
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/28/2022,47,52,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/29/2022,49,59,40
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/30/2022,48,54,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,3/31/2022,47,51,43
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/1/2022,45,49,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/2/2022,47,54,40
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/3/2022,46,49,43
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/4/2022,46,49,43
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/5/2022,47,52,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/6/2022,44,51,36
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/7/2022,49,56,43
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/8/2022,49,53,44
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/9/2022,45,49,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/10/2022,43,49,37
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/11/2022,45,56,34
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/12/2022,42,46,36
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/13/2022,41,49,32
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/14/2022,40,52,29
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/15/2022,42,48,36
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/16/2022,41,52,30
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/17/2022,46,55,37
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/18/2022,48,53,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/19/2022,47,52,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/20/2022,47,57,36
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/21/2022,49,55,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/22/2022,49,56,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/23/2022,49,59,39
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/24/2022,52,62,41
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/25/2022,51,56,45
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/26/2022,46,53,39
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/27/2022,46,53,39
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/28/2022,45,54,37
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/29/2022,52,60,44
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,4/30/2022,52,58,47
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/1/2022,51,60,41
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/2/2022,53,58,48
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/3/2022,52,56,47
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/4/2022,50,54,46
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/5/2022,49,51,47
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/6/2022,,,
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/7/2022,49,57,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/8/2022,48,53,43
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/9/2022,51,57,45
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/10/2022,52,59,46
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/11/2022,51,57,45
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/12/2022,48,51,44
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/13/2022,48,56,40
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/14/2022,51,57,45
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/15/2022,54,57,51
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/16/2022,53,60,46
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/17/2022,51,58,44
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/18/2022,53,60,47
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/19/2022,53,58,46
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/20/2022,49,59,39
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/21/2022,53,64,42
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/22/2022,57,67,46
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/23/2022,58,62,53
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/24/2022,55,60,50
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/25/2022,58,65,51
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/26/2022,56,61,51
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/27/2022,55,60,50
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/28/2022,53,59,47
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/29/2022,56,60,52
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/30/2022,54,58,49
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,5/31/2022,58,63,52
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/1/2022,58,65,51
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/2/2022,62,69,56
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/3/2022,60,63,57
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/4/2022,62,69,54
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/5/2022,61,68,54
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/6/2022,56,63,49
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/7/2022,56,64,48
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/8/2022,61,68,55
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/9/2022,57,59,54
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/10/2022,63,70,55
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/11/2022,61,68,53
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/12/2022,58,62,54
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/13/2022,58,62,54
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/14/2022,59,64,53
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/15/2022,57,60,53
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/16/2022,59,65,53
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/17/2022,58,65,50
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/18/2022,59,65,53
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/19/2022,60,65,54
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/20/2022,59,67,52
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/21/2022,60,65,56
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/22/2022,60,65,55
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/23/2022,58,65,52
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/24/2022,56,69,44
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/25/2022,62,73,51
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/26/2022,65,75,55
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/27/2022,68,79,57
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/28/2022,64,70,57
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/29/2022,63,70,56
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,6/30/2022,62,70,53
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/1/2022,65,74,56
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/2/2022,62,69,54
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/3/2022,58,60,55
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/4/2022,59,64,55
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/5/2022,63,69,57
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/6/2022,66,72,61
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/7/2022,66,73,59
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/8/2022,64,70,59
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/9/2022,64,71,57
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/10/2022,66,74,59
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/11/2022,65,76,55
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/12/2022,65,72,58
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/13/2022,65,70,60
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/14/2022,,,
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/15/2022,64,69,59
CA001108395,"VANCOUVER INTERNATIONAL A, BC CA",49.2,-123.1833,4,7/16/2022,65,72,58
